area,spell_id,name,rank,family,dmg_class,school_mask,cast_ms,base_cast_ms,gcd_ms,gcd_category,cooldown_ms,category_cooldown_ms,duration_ms,max_duration_ms,stacks,tick_ms,speed,max_targets,binary,channeled,ranged_slot,auto_repeat,resets_swing,haste_gcd,haste_periodic,no_active_defense,always_hit,positive,passive,proc_ppm,proc_chance,proc_icd_ms,triggers,scripts,sim_refs
core hunter,56631,Sting,Rank 6,9,2,8,0,0,1500,133,0,6000,20000,20000,0,0,0,0,yes,no,no,no,no,no,no,no,no,no,no,,,,,,sim/core/debuffs.go:641 sim/hunter/pet_abilities.go:861 sim/hunter/serverdata_allowlist.go:30
deathknight,56815,Rune Strike,,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,yes,no,no,no,,,,,,sim/deathknight/rune_strike.go:10
core hunter,57393,Stampede,Rank 6,9,2,1,0,0,0,0,60000,0,12000,12000,0,0,0,0,yes,no,no,no,yes,no,no,no,no,no,no,,,,,,sim/core/debuffs.go:434 sim/hunter/pet_abilities.go:841
warrior,57516,Enrage,Rank 2,0,0,1,0,0,0,0,0,0,12000,12000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/warrior/stances.go:93
warrior,57518,Enrage,Rank 1,0,0,1,0,0,0,0,0,0,12000,12000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/warrior/talents.go:545
deathknight,57623,Horn of Winter,Rank 2,15,1,1,0,0,1500,133,0,20000,120000,120000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/deathknight/horn_of_winter.go:10
core,57669,Replenishment,,0,0,8,0,0,0,0,0,0,15000,15000,0,1000,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,spell_gen_replenishment,sim/core/buffs.go:1234
core shaman,57722,Totem of Wrath,Rank 4,11,1,1,0,0,1000,133,0,0,300000,300000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,spell_sha_totem_of_wrath,sim/core/buffs.go:1327 sim/shaman/serverdata_allowlist.go:17 sim/shaman/totems.go:84
core,57724,Sated,,0,0,1,0,0,0,0,0,0,600000,600000,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/core/buffs.go:604
warrior,57755,Heroic Throw,,4,2,1,0,0,1500,133,60000,0,0,0,0,0,50,0,no,no,no,no,yes,no,no,yes,no,no,no,,,,,,sim/warrior/heroic_throw.go:11
warrior,57823,Revenge,Rank 9,4,2,1,0,0,1500,133,0,5000,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/warrior/revenge.go:11
core,57933,Tricks of the Trade,,8,0,1,0,0,0,0,0,0,6000,6000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/core/buffs.go:712 sim/core/buffs.go:728 sim/core/serverdata_allowlist.go:28
rogue,57934,Tricks of the Trade,,8,0,1,0,0,1000,133,30000,0,30000,30000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,0,100,0,,spell_rog_tricks_of_the_trade,sim/rogue/tricks_of_the_trade.go:11 sim/rogue/tricks_of_the_trade.go:29
warlock,57946,Life Tap,Rank 8,5,1,32,0,0,1500,133,0,0,0,0,0,0,0,0,yes,no,no,no,yes,yes,no,no,no,yes,no,,,,,spell_warl_life_tap,sim/warlock/lifetap.go:9
shaman,57960,Water Shield,Rank 9,11,1,8,0,0,1500,133,0,0,600000,600000,0,0,0,0,yes,no,no,no,no,yes,no,no,no,yes,no,0,100,3500,57961,,sim/shaman/shaman.go:31
rogue,57965,Instant Poison IX,Rank 9,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/rogue/poisons.go:208
rogue,57970,Deadly Poison IX,Rank 9,8,1,8,0,0,0,0,0,0,12000,12000,5,3000,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,spell_rog_deadly_poison spell_tweaks_deadly_poison_haste,sim/rogue/poisons.go:39
rogue,57975,Wound Poison VII,Rank 7,8,1,8,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,no,no,,,,,,sim/rogue/poisons.go:231 sim/rogue/poisons.go:256
rogue,57993,Envenom,Rank 4,8,2,8,0,0,1000,133,0,0,1000,6000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/rogue/envenom.go:12 sim/rogue/envenom.go:26
priest,58381,Mind Flay,Rank 9,6,1,32,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,yes,no,no,no,no,no,no,,,,,,sim/priest/mind_flay.go:20
warrior,58397,Glyph of Shield Slam,,4,0,1,5000,5000,0,0,0,0,0,0,0,0,0,0,no,no,no,no,yes,no,no,no,no,yes,no,,,,,,sim/warrior/shield_slam.go:16
warrior,58398,Glyph of Revenge,,4,0,1,5000,5000,0,0,0,0,0,0,0,0,0,0,no,no,no,no,yes,no,no,no,no,yes,no,,,,,,sim/warrior/revenge.go:24
core,58410,Master Poisoner,Rank 3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,100,0,45176,,sim/core/debuffs.go:917
core,58413,Savage Combat,Rank 2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,100,0,58683,,sim/core/debuffs.go:377
rogue,58426,Overkill,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,,,,,,sim/rogue/overkill.go:9
hunter,58434,Volley,Rank 6,9,3,64,0,-1000000,1500,133,0,0,6000,6000,0,1000,30,0,no,yes,yes,no,no,no,yes,no,no,no,no,,,,58433,,sim/hunter/volley.go:12
hunter,58611,Lava Breath,Rank 6,9,1,4,0,0,1500,133,10000,0,10000,10000,0,0,0,0,yes,no,no,no,yes,yes,no,no,no,no,no,,,,58605,,sim/hunter/pet_abilities.go:390 sim/hunter/serverdata_allowlist.go:31
shaman,58643,Strength of Earth Totem,Rank 8,11,1,1,0,0,1000,133,0,0,300000,300000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/shaman/serverdata_allowlist.go:18 sim/shaman/totems.go:108
core shaman,58656,Flametongue Totem,Rank 8,11,1,1,0,0,1000,133,0,0,300000,300000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/core/buffs.go:1341 sim/shaman/serverdata_allowlist.go:19 sim/shaman/totems.go:100
shaman,58704,Searing Totem,Rank 10,11,0,1,0,0,1000,133,0,0,60000,60000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/shaman/fire_totems.go:11 sim/shaman/serverdata_allowlist.go:43
shaman,58734,Magma Totem,Rank 7,11,1,1,0,0,1000,133,0,0,21000,21000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/shaman/fire_totems.go:62 sim/shaman/serverdata_allowlist.go:45
shaman,58753,Stoneskin Totem,Rank 10,11,1,1,0,0,1000,133,0,0,300000,300000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/shaman/serverdata_allowlist.go:20 sim/shaman/totems.go:124
shaman,58757,Healing Stream Totem,Rank 9,11,1,16,0,0,1000,133,0,0,300000,300000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/shaman/serverdata_allowlist.go:21 sim/shaman/totems.go:49
shaman,58774,Mana Spring Totem,Rank 8,11,1,1,0,0,1000,133,0,0,300000,300000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/shaman/serverdata_allowlist.go:22 sim/shaman/totems.go:41
shaman,58789,Flametongue Weapon,Rank 9,11,1,4,0,0,1500,133,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,yes,no,,,,,,sim/shaman/serverdata_allowlist.go:47 sim/shaman/weapon_imbues.go:139
shaman,58790,Flametongue Weapon,Rank 10,11,1,4,0,0,1500,133,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,yes,no,,,,,,sim/shaman/serverdata_allowlist.go:49 sim/shaman/weapon_imbues.go:136
shaman,58796,Frostbrand Weapon,Rank 9,11,1,16,0,0,1500,133,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,yes,no,,,,,,sim/shaman/weapon_imbues.go:274
shaman,58799,Frostbrand Attack,Rank 9,11,1,16,0,0,0,0,0,0,8000,8000,0,0,0,0,yes,no,no,no,no,no,no,no,no,no,no,,,,,,sim/shaman/weapon_imbues.go:247
shaman,58804,Windfury Weapon,Rank 8,11,1,8,0,0,1500,133,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,yes,no,,,,,,sim/shaman/weapon_imbues.go:52
warrior,58874,Damage Shield,Rank 2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,0,100,0,,spell_warr_damage_shield,sim/warrior/talents.go:100
common/wotlk,58904,Tears of Anguish,,0,0,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:230
priest,59000,Improved Spirit Tap,Rank 2,6,0,32,0,0,0,0,0,0,8000,8000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/priest/talents.go:453
deathknight,59052,Freezing Fog,,15,1,16,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,0,100,0,,,sim/deathknight/talents_frost.go:126
druid,59072,Natural Reaction,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/druid/talents.go:631
warlock,59092,Dark Pact,Rank 5,5,0,32,0,0,1500,133,0,0,0,0,0,0,0,0,yes,no,no,no,yes,yes,no,no,no,yes,no,,,,,,sim/warlock/darkpact.go:16
deathknight,59131,Icy Touch,Rank 1,15,1,16,0,0,1500,133,0,6000,20000,20000,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,,,,,,sim/deathknight/icy_touch.go:7 sim/deathknight/serverdata_allowlist.go:8
shaman,59159,Thunderstorm,Rank 4,11,1,8,0,0,1500,133,0,45000,0,0,0,0,0,0,yes,no,no,no,yes,yes,no,no,no,no,no,,,,,spell_sha_thunderstorm,sim/shaman/thunderstorm.go:15
warlock,59164,Haunt,Rank 4,5,1,32,1500,1500,1500,133,0,8000,12000,12000,0,0,20,0,no,no,no,no,yes,yes,no,no,no,no,no,,,,,spell_warl_haunt,sim/warlock/haunt.go:15
warlock,59172,Chaos Bolt,Rank 4,5,1,4,2500,2500,1500,133,0,12000,0,0,0,0,20,0,no,no,no,no,yes,yes,no,no,yes,no,no,,,,,,sim/warlock/chaos_bolt.go:21
encounters,59192,Hateful Strike,,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/encounters/naxxramas/patchwerk10_ai.go:68 sim/encounters/naxxramas/patchwerk25_ai.go:68
common/wotlk,59620,Berserk,,0,0,2,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/enchant_effects.go:187 sim/common/wotlk/enchant_effects.go:188
common/wotlk,59626,Black Magic,,0,0,32,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/enchant_effects.go:12
rogue,59628,Tricks of the Trade,,8,0,1,0,0,0,0,0,0,6000,6000,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,no,,,,,spell_rog_tricks_of_the_trade_proc,sim/rogue/tricks_of_the_trade.go:23
common/wotlk,59630,Black Magic,,0,0,1,0,0,0,0,0,0,-1,-1,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,0,35,35000,59626,spell_gen_black_magic_enchant,sim/common/wotlk/enchant_effects.go:17 sim/common/wotlk/enchant_effects.go:243
mage,59637,Fire Blast,,3,1,4,0,0,0,0,6000,0,0,0,0,0,0,0,no,no,no,no,yes,no,no,no,no,no,no,,,,,,sim/mage/mirror_image.go:158 sim/mage/serverdata_allowlist.go:8
mage,59638,Frostbolt,,3,1,16,3000,3000,0,0,0,0,4000,4000,0,0,24,0,no,no,no,no,yes,no,no,no,no,no,no,,,,,,sim/mage/mirror_image.go:124 sim/mage/serverdata_allowlist.go:10
hunter,59886,Rake,Rank 6,9,2,1,0,0,1500,133,10000,0,9000,9000,0,3000,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/hunter/pet_abilities.go:556 sim/hunter/serverdata_allowlist.go:32
shaman,60043,Lava Burst,Rank 2,11,1,4,2000,2000,1500,133,0,8000,0,0,0,0,24,0,no,no,no,no,yes,yes,no,no,no,no,no,,,,,,sim/shaman/lavaburst.go:11
hunter,60052,Explosive Shot,Rank 3,9,3,4,0,-1000000,1500,133,0,6000,2000,2000,0,1000,40,0,no,no,yes,no,no,no,no,no,no,no,no,,,,,spell_hun_explosive_shot,sim/hunter/explosive_shot.go:25
hunter,60053,Explosive Shot,Rank 4,9,3,4,0,-1000000,1500,133,0,6000,2000,2000,0,1000,40,0,no,no,yes,no,no,no,no,no,no,no,no,,,,,spell_hun_explosive_shot,sim/hunter/explosive_shot.go:21
common/wotlk,60062,Essence of Life,,0,1,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:208 sim/common/wotlk/stat_bonus_procs.go:489
common/wotlk,60064,Now is the time!,,0,1,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,0,100,0,,,sim/common/wotlk/stat_bonus_procs.go:184 sim/common/wotlk/stat_bonus_procs.go:278 sim/common/wotlk/stat_bonus_procs.go:477
common/wotlk,60065,Reflection of Torment,,0,0,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:195 sim/common/wotlk/stat_bonus_procs.go:288 sim/common/wotlk/stat_bonus_procs.go:465
shaman,60103,Lava Lash,Rank 1,11,2,4,0,0,1500,133,6000,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,no,no,,,,,spell_sha_lava_lash,sim/shaman/lavalash.go:48
common/wotlk,60196,Berserker!,,0,0,1,0,0,0,133,0,0,12000,12000,3,0,0,0,yes,no,no,no,yes,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_stacking.go:209
common/wotlk deathknight,60229,Greatness,,0,0,2,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/highest_stat_effects.go:56 sim/deathknight/deathknight.go:293
common/wotlk,60233,Greatness,,0,0,2,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/highest_stat_effects.go:57
common/wotlk,60234,Greatness,,0,0,2,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/highest_stat_effects.go:58
common/wotlk,60235,Greatness,,0,0,2,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/highest_stat_effects.go:59
common/wotlk,60302,Meteorite Whetstone,,0,1,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:81
common/wotlk,60314,Fury of the Five Flights,,0,0,1,0,0,0,0,0,0,10000,10000,20,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_stacking.go:188
common/wotlk,60318,Edward's Insight,,0,1,1,0,0,0,0,0,0,13000,13000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:266
druid,60432,Earth and Moon,,7,0,64,0,0,0,0,0,0,12000,12000,1,0,0,0,yes,no,no,no,no,no,no,no,no,no,no,,,,,,sim/druid/talents.go:214
common/wotlk,60437,Grim Toll,,0,1,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:172
common/wotlk,60479,Forge Ember,,0,1,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,0,100,0,,,sim/common/wotlk/stat_bonus_procs.go:114
common/wotlk,60486,Illustration of the Dragon Soul,,0,0,1,0,0,0,0,0,0,10000,10000,10,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_stacking.go:199
common/wotlk,60492,Embrace of the Spider,,0,1,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:150
common/wotlk shaman,60494,Dying Curse,,0,1,64,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:161 sim/shaman/shaman.go:245
common/wotlk,60518,Touched by a Troll,,7,1,8,0,0,0,0,0,0,10000,10000,5,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/other_effects.go:96
common/wotlk,60520,Spark of Life,,0,0,1,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:104
common/wotlk,60525,Majestic Dragon Figurine,,0,0,1,0,0,0,0,0,0,10000,10000,10,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_stacking.go:179
common/wotlk,60529,Forethought Talisman,,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,20,45000,60530,,sim/common/wotlk/other_effects.go:19 sim/common/wotlk/other_effects.go:219
shaman,60549,Deadly Aggression,,0,0,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/shaman/lavalash.go:38
shaman,60551,Furious Gladiator's Libram of Fortitude,,0,0,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/shaman/lavalash.go:40
shaman,60553,Relentless Aggression,,0,0,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/shaman/lavalash.go:42
shaman,60555,Fury of the Gladiator,,0,0,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/shaman/lavalash.go:44
shaman,60565,Savage Magic,,0,0,2,0,0,0,0,0,0,6000,6000,0,0,0,0,yes,no,no,no,yes,no,no,no,no,yes,no,,,,,,sim/shaman/items.go:135
shaman,60566,Hateful Magic,,0,0,2,0,0,0,0,0,0,6000,6000,0,0,0,0,yes,no,no,no,yes,no,no,no,no,yes,no,,,,,,sim/shaman/items.go:136
shaman,60567,Deadly Magic,,0,0,2,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,yes,no,no,no,no,yes,no,,,,,,sim/shaman/items.go:137
shaman,60568,Furious Gladiator's Idol of Steadfastness,,0,0,2,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,yes,no,no,no,no,yes,no,,,,,,sim/shaman/items.go:138
shaman,60569,Relentless Survival,,0,0,2,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,yes,no,no,no,no,yes,no,,,,,,sim/shaman/items.go:139
shaman,60570,Intuition of the Gladiator,,0,0,2,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,yes,no,no,no,no,yes,no,,,,,,sim/shaman/items.go:140
paladin,60577,Savage Gladiator's Libram of Fortitude,,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,,,,60544,,sim/paladin/items.go:275
paladin,60632,Hateful Gladiator's Libram of Fortitude,,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,,,,60547,,sim/paladin/items.go:293
paladin,60633,Deadly Gladiator's Libram of Fortitude,,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,,,,60549,,sim/paladin/items.go:311
paladin,60634,LK Arena 4 Gladiator's Libram of Fortitude,,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,,,,60551,,sim/paladin/items.go:329
paladin,60635,LK Arena 5 Gladiator's Libram of Fortitude,,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,,,,60553,,sim/paladin/items.go:347
paladin,60636,LK Arena 6 Gladiator's Libram of Fortitude,,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,,,,60555,,sim/paladin/items.go:365
druid,60693,Savage Gladiator's Idol of Resolve,,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,,,,60544,,sim/druid/items.go:577
druid,60695,Hateful Gladiator's Idol of Resolve,,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,,,,60547,,sim/druid/items.go:578
druid,60696,Deadly Gladiator's Idol of Resolve,,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,,,,60549,,sim/druid/items.go:579
druid,60698,LK Arena 4 Gladiator's Idol of Resolve,,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,,,,60551,,sim/druid/items.go:580
druid,60700,LK Arena 5 Gladiator's Idol of Resolve,,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,,,,60553,,sim/druid/items.go:581
druid,60701,LK Arena 6 Gladiator's Idol of Resolve,,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,,,,60555,,sim/druid/items.go:582
shaman,60766,Essence of the Storm,,0,0,1,0,0,0,0,0,0,6000,6000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/shaman/stormstrike.go:85
shaman,60771,Totem of the Elemental Plane,,0,1,8,0,0,0,133,0,0,10000,10000,0,0,0,0,yes,no,no,no,yes,no,no,no,no,yes,no,,,,,,sim/shaman/items_wotlk.go:87
paladin,60794,Libram of Obstruction,,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,,,,60795,,sim/paladin/items.go:458
paladin,60819,Libram of Reciprocation,,0,0,8,0,0,0,133,0,0,10000,10000,0,0,0,0,yes,no,no,no,yes,no,no,no,no,yes,no,,,,,,sim/paladin/items.go:254
deathknight,60828,Sigil of Haunted Dreams,,0,0,8,0,0,0,133,0,0,10000,10000,0,0,0,0,yes,no,no,no,yes,no,no,no,no,yes,no,,,,,,sim/deathknight/items.go:596
hunter,61006,Kill Shot,Rank 3,9,3,1,0,-1000000,1500,133,0,15000,0,0,0,0,40,0,no,no,yes,no,no,no,no,no,no,no,no,,,,,,sim/hunter/kill_shot.go:12
mage,61062,Improved Mana Gems,,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,101,0,,spell_mage_imp_mana_gems,sim/mage/mana_gems.go:18
warlock,61082,Spirits of the Damned,,5,0,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/warlock/items.go:71
hunter,61198,Spirit Strike,Rank 6,9,1,64,0,0,1500,0,10000,0,6000,6000,0,6000,0,0,no,no,no,no,yes,no,no,no,no,no,no,,,,,,sim/hunter/pet_abilities.go:753
shaman,61301,Riptide,Rank 4,11,1,8,0,0,1500,133,0,6000,15000,15000,0,3000,0,0,yes,no,no,no,yes,yes,no,no,no,yes,no,,,,,,sim/shaman/heals.go:102 sim/shaman/serverdata_allowlist.go:39
druid,61336,Survival Instincts,,7,0,1,0,0,0,0,0,180000,20000,20000,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,no,,,,,spell_dru_survival_instincts,sim/druid/survival_instincts.go:16
druid,61384,Typhoon,Rank 5,7,1,8,0,0,1500,133,0,20000,0,0,0,0,27,0,no,no,no,no,yes,yes,no,no,no,no,no,,,,53227,,sim/druid/typhoon.go:16
paladin,61411,Shield of Righteousness,Rank 2,10,2,2,0,0,1500,133,6000,6000,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/paladin/shield_of_righteousness.go:17
warrior,61571,Spirits of the Lost,,4,0,1,0,0,0,0,0,0,30000,30000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,0,100,0,,,sim/warrior/items.go:130 sim/warrior/items.go:134
warlock,61595,Demonic Soul,,5,0,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,0,100,0,,,sim/warlock/items.go:35
common/wotlk,61619,Tentacles,,0,0,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:254
shaman,61657,Fire Nova,Rank 9,11,1,4,0,0,1500,133,0,10000,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,yes,no,,,,,spell_sha_fire_nova,sim/shaman/firenova.go:16 sim/shaman/serverdata_allowlist.go:51
common/wotlk,61671,Crusader's Glory,,0,0,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:242
priest,61792,Shadowy Insight,,0,0,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/priest/priest.go:123
paladin,61840,Righteous Vengeance,,10,2,2,0,0,0,0,0,0,8000,8000,0,2000,0,0,no,no,no,no,no,no,no,no,yes,no,no,,,,,,sim/paladin/talents.go:580
hunter,61847,Aspect of the Dragonhawk,Rank 2,9,1,8,0,0,0,0,0,1000,-1,-1,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,0,0,0,6150,,sim/hunter/aspects.go:32
encounters,61968,Flash Freeze,,0,0,16,9000,9000,0,0,0,5000,2000,2000,0,1000,0,0,no,no,no,no,yes,no,no,no,yes,no,no,,,,,spell_hodir_flash_freeze,sim/encounters/ulduar/hodir_ai.go:162
druid,62078,Swipe (Cat),Rank 1,7,2,1,0,0,1000,133,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/druid/swipe.go:56
deathknight,62146,Unflinching Valor,,10,0,1,0,0,0,0,0,0,30000,30000,1,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/deathknight/items.go:580
