id,name,category,server_ilvl,sim_ilvl,zone,difficulty,diffs (server -> sim),server_unmapped_stat_types,module_files,sim_sources
32374,"Zhar'doom, Greatstaff of the Devourer",module,151,151,Black Temple,Normal,stat MeleeCrit: 0 -> 36; stat MeleeHaste: 0 -> 55,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,drop Black Temple Normal (Illidan Stormrage)
32375,Bulwark of Azzinoth,module,151,151,Black Temple,Normal,stat Strength: 0 -> 29; stat Stamina: 60 -> 40; stat Defense: 29 -> 26,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,drop Black Temple Normal (Illidan Stormrage)
32419,Tom's Legs 3,unobtainable,145,145,no source,,stat Armor: 0 -> 1587,,,
32483,The Skull of Gul'dan,module,151,151,Black Temple,Normal,stat MeleeHit: 0 -> 25,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,drop Black Temple Normal (Illidan Stormrage)
32512,Girdle of Lordaeron's Fallen,module,141,141,Black Temple,Normal,stat MeleeHaste: 0 -> 38,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,drop Black Temple Normal (Teron Gorefiend)
32521,Faceplate of the Impenetrable,module,151,151,Black Temple,Normal,stat Strength: 0 -> 26; stat Dodge: 38 -> 25,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,drop Black Temple Normal (Illidan Stormrage)
32524,Shroud of the Highborne,module,151,151,Black Temple,Normal,stat MeleeHaste: 0 -> 32,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,drop Black Temple Normal (Illidan Stormrage)
32525,Cowl of the Illidari High Lord,module,151,151,Black Temple,Normal,stat MeleeHit: 0 -> 21; stat MeleeCrit: 0 -> 47,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,drop Black Temple Normal (Illidan Stormrage)
32527,Ring of Ancient Knowledge,module,151,151,Black Temple,Normal,stat MeleeHaste: 0 -> 31,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,drop Black Temple Normal (Trash)
32528,Blessed Band of Karabor,module,151,151,Black Temple,Normal,stat MeleeHaste: 0 -> 30,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,drop Black Temple Normal (Trash)
32571,Dawnsteel Bracers,module,141,141,other,,stat MeleeHaste: 0 -> 28,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,crafted Blacksmithing (spell 41134)
32573,Dawnsteel Shoulders,module,141,141,other,,stat MeleeHaste: 0 -> 38,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,crafted Blacksmithing (spell 41135)
32577,Living Earth Bindings,module,141,141,other,,stat MeleeHaste: 0 -> 28,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,crafted Leatherworking (spell 41163)
32579,Living Earth Shoulders,module,141,141,other,,stat MeleeHaste: 0 -> 37,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,crafted Leatherworking (spell 41164)
32582,Bracers of Renewed Life,module,141,141,other,,stat MeleeHaste: 0 -> 28,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,crafted Leatherworking (spell 41156)
32583,Shoulderpads of Renewed Life,module,141,141,other,,stat MeleeHaste: 0 -> 38,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,crafted Leatherworking (spell 41157)
32584,Swiftheal Wraps,module,141,141,other,,stat MeleeHaste: 0 -> 28,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,crafted Tailoring (spell 41207)
32585,Swiftheal Mantle,module,141,141,other,,stat MeleeHaste: 0 -> 27,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,crafted Tailoring (spell 41208)
32586,Bracers of Nimble Thought,module,141,141,other,,stat MeleeHaste: 0 -> 28,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,crafted Tailoring (spell 41205)
32587,Mantle of Nimble Thought,module,141,141,other,,stat MeleeHaste: 0 -> 38,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,crafted Tailoring (spell 41206)
32589,Hellfire-Encased Pendant,module,141,141,Hyjal Summit,Normal,stat SpellPower: 0 -> 42; stat MeleeCrit: 0 -> 24,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,drop Hyjal Summit Normal (Trash) | drop Black Temple Normal (Trash)
32590,Nethervoid Cloak,module,141,141,Hyjal Summit,Normal,stat SpellPower: 0 -> 43; stat MeleeHit: 0 -> 18,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,drop Hyjal Summit Normal (Trash) | drop Black Temple Normal (Trash)
32592,Chestguard of Relentless Storms,module,141,141,Hyjal Summit,Normal,stat MeleeCrit: 0 -> 46,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,drop Hyjal Summit Normal (Trash) | drop Black Temple Normal (Trash)
32593,Treads of the Den Mother,module,141,141,Black Temple,Normal,stat Agility: 32 -> 39; stat Armor: 516 -> 305,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,drop Black Temple Normal (Trash)
33497,Mana Attuned Band,module,141,141,Zul'Aman,Normal,stat MeleeHit: 0 -> 18; stat MeleeHaste: 0 -> 29,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,drop Zul'Aman Normal (Timed Chest) [Timed Reward Chest %d]
33498,Signet of the Quiet Forest,module,141,141,Zul'Aman,Normal,stat MeleeHaste: 0 -> 30,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,drop Zul'Aman Normal (Timed Chest) [Timed Reward Chest %d]
33664,Vengeful Gladiator's Chain Armor,classic,146,146,no source,,set name: Gladiator's Pursuit -> Vengeful Gladiator's Pursuit,,,
33665,Vengeful Gladiator's Chain Gauntlets,classic,146,146,no source,,set name: Gladiator's Pursuit -> Vengeful Gladiator's Pursuit,,,
33666,Vengeful Gladiator's Chain Helm,classic,146,146,no source,,set name: Gladiator's Pursuit -> Vengeful Gladiator's Pursuit,,,
33667,Vengeful Gladiator's Chain Leggings,classic,146,146,no source,,set name: Gladiator's Pursuit -> Vengeful Gladiator's Pursuit,,,
33668,Vengeful Gladiator's Chain Spaulders,classic,146,146,no source,,set name: Gladiator's Pursuit -> Vengeful Gladiator's Pursuit,,,
33671,Vengeful Gladiator's Dragonhide Gloves,module,146,146,no source,,set name: Gladiator's Sanctuary -> Vengeful Gladiator's Sanctuary,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33672,Vengeful Gladiator's Dragonhide Helm,classic,146,146,no source,,set name: Gladiator's Sanctuary -> Vengeful Gladiator's Sanctuary,,,
33673,Vengeful Gladiator's Dragonhide Legguards,classic,146,146,no source,,set name: Gladiator's Sanctuary -> Vengeful Gladiator's Sanctuary,,,
33674,Vengeful Gladiator's Dragonhide Spaulders,classic,146,146,no source,,set name: Gladiator's Sanctuary -> Vengeful Gladiator's Sanctuary,,,
33675,Vengeful Gladiator's Dragonhide Tunic,classic,146,146,no source,,set name: Gladiator's Sanctuary -> Vengeful Gladiator's Sanctuary,,,
33676,Vengeful Gladiator's Dreadweave Gloves,classic,146,146,no source,,set name: Gladiator's Dreadgear -> Vengeful Gladiator's Dreadgear,,,
33677,Vengeful Gladiator's Dreadweave Hood,classic,146,146,no source,,set name: Gladiator's Dreadgear -> Vengeful Gladiator's Dreadgear,,,
33678,Vengeful Gladiator's Dreadweave Leggings,classic,146,146,no source,,set name: Gladiator's Dreadgear -> Vengeful Gladiator's Dreadgear,,,
33679,Vengeful Gladiator's Dreadweave Mantle,module,146,146,no source,,stat SpellHit: 16 -> 0; set name: Gladiator's Dreadgear -> Vengeful Gladiator's Dreadgear,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33680,Vengeful Gladiator's Dreadweave Robe,classic,146,146,no source,,set name: Gladiator's Dreadgear -> Vengeful Gladiator's Dreadgear,,,
33682,Vengeful Gladiator's Felweave Amice,module,146,146,no source,,stat SpellCrit: 17 -> 0; set name: Gladiator's Felshroud -> Vengeful Gladiator's Felshroud,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33683,Vengeful Gladiator's Felweave Cowl,module,146,146,no source,,stat SpellCrit: 22 -> 0; set name: Gladiator's Felshroud -> Vengeful Gladiator's Felshroud,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33684,Vengeful Gladiator's Felweave Handguards,module,146,146,no source,,stat SpellCrit: 22 -> 0; set name: Gladiator's Felshroud -> Vengeful Gladiator's Felshroud,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33685,Vengeful Gladiator's Felweave Raiment,module,146,146,no source,,stat SpellCrit: 33 -> 0; set name: Gladiator's Felshroud -> Vengeful Gladiator's Felshroud,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33686,Vengeful Gladiator's Felweave Trousers,module,146,146,no source,,stat SpellCrit: 33 -> 0; set name: Gladiator's Felshroud -> Vengeful Gladiator's Felshroud,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33687,Vengeful Gladiator's Gavel,module,146,146,no source,,stat MeleeHit: 0 -> 17,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33690,Vengeful Gladiator's Kodohide Gloves,classic,146,146,no source,,set name: Gladiator's Refuge -> Vengeful Gladiator's Refuge,,,
33691,Vengeful Gladiator's Kodohide Helm,classic,146,146,no source,,set name: Gladiator's Refuge -> Vengeful Gladiator's Refuge,,,
33692,Vengeful Gladiator's Kodohide Legguards,classic,146,146,no source,,set name: Gladiator's Refuge -> Vengeful Gladiator's Refuge,,,
33693,Vengeful Gladiator's Kodohide Spaulders,classic,146,146,no source,,set name: Gladiator's Refuge -> Vengeful Gladiator's Refuge,,,
33694,Vengeful Gladiator's Kodohide Tunic,classic,146,146,no source,,set name: Gladiator's Refuge -> Vengeful Gladiator's Refuge,,,
33695,Vengeful Gladiator's Lamellar Chestpiece,module,146,146,no source,,stat SpellCrit: 38 -> 0; set name: Gladiator's Aegis -> Vengeful Gladiator's Aegis,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33696,Vengeful Gladiator's Lamellar Gauntlets,module,146,146,no source,,stat SpellCrit: 29 -> 0; set name: Gladiator's Aegis -> Vengeful Gladiator's Aegis,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33697,Vengeful Gladiator's Lamellar Helm,module,146,146,no source,,stat SpellCrit: 28 -> 0; set name: Gladiator's Aegis -> Vengeful Gladiator's Aegis,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33698,Vengeful Gladiator's Lamellar Legguards,module,146,146,no source,,stat SpellCrit: 39 -> 0; set name: Gladiator's Aegis -> Vengeful Gladiator's Aegis,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33699,Vengeful Gladiator's Lamellar Shoulders,module,146,146,no source,,stat SpellCrit: 28 -> 0; set name: Gladiator's Aegis -> Vengeful Gladiator's Aegis,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33700,Vengeful Gladiator's Leather Gloves,module,146,146,no source,,set name: Gladiator's Vestments -> Vengeful Gladiator's Vestments,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33701,Vengeful Gladiator's Leather Helm,classic,146,146,no source,,set name: Gladiator's Vestments -> Vengeful Gladiator's Vestments,,,
33702,Vengeful Gladiator's Leather Legguards,classic,146,146,no source,,set name: Gladiator's Vestments -> Vengeful Gladiator's Vestments,,,
33703,Vengeful Gladiator's Leather Spaulders,classic,146,146,no source,,set name: Gladiator's Vestments -> Vengeful Gladiator's Vestments,,,
33704,Vengeful Gladiator's Leather Tunic,classic,146,146,no source,,set name: Gladiator's Vestments -> Vengeful Gladiator's Vestments,,,
33706,Vengeful Gladiator's Linked Armor,module,146,146,no source,,stat Strength: 27 -> 0; stat AttackPower: 0 -> 54; stat RangedAttackPower: 0 -> 54; set name: Gladiator's Earthshaker -> Vengeful Gladiator's Earthshaker,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33707,Vengeful Gladiator's Linked Gauntlets,module,146,146,no source,,stat Strength: 33 -> 0; stat AttackPower: 0 -> 66; stat RangedAttackPower: 0 -> 66; set name: Gladiator's Earthshaker -> Vengeful Gladiator's Earthshaker,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33708,Vengeful Gladiator's Linked Helm,module,146,146,no source,,stat Strength: 34 -> 0; stat AttackPower: 0 -> 68; stat RangedAttackPower: 0 -> 68; set name: Gladiator's Earthshaker -> Vengeful Gladiator's Earthshaker,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33709,Vengeful Gladiator's Linked Leggings,module,146,146,no source,,stat Strength: 38 -> 0; stat AttackPower: 0 -> 76; stat RangedAttackPower: 0 -> 76; set name: Gladiator's Earthshaker -> Vengeful Gladiator's Earthshaker,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33710,Vengeful Gladiator's Linked Spaulders,module,146,146,no source,,stat Strength: 25 -> 0; stat AttackPower: 0 -> 50; stat RangedAttackPower: 0 -> 50; set name: Gladiator's Earthshaker -> Vengeful Gladiator's Earthshaker,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33711,Vengeful Gladiator's Mail Armor,module,146,146,no source,,stat SpellCrit: 29 -> 0; set name: Gladiator's Thunderfist -> Vengeful Gladiator's Thunderfist,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33712,Vengeful Gladiator's Mail Gauntlets,module,146,146,no source,,stat SpellCrit: 28 -> 0; set name: Gladiator's Thunderfist -> Vengeful Gladiator's Thunderfist,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33713,Vengeful Gladiator's Mail Helm,module,146,146,no source,,stat SpellCrit: 26 -> 0; set name: Gladiator's Thunderfist -> Vengeful Gladiator's Thunderfist,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33714,Vengeful Gladiator's Mail Leggings,module,146,146,no source,,stat SpellCrit: 29 -> 0; set name: Gladiator's Thunderfist -> Vengeful Gladiator's Thunderfist,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33715,Vengeful Gladiator's Mail Spaulders,module,146,146,no source,,stat SpellCrit: 22 -> 0; set name: Gladiator's Thunderfist -> Vengeful Gladiator's Thunderfist,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33716,Vengeful Gladiator's Staff,module,146,146,no source,,stat Strength: 46 -> 0; stat AttackPower: 1110 -> 92; stat RangedAttackPower: 0 -> 92; weapon damage min: 90.4 -> 214; weapon damage max: 198.4 -> 322,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33717,Vengeful Gladiator's Mooncloth Gloves,classic,146,146,no source,,set name: Gladiator's Investiture -> Vengeful Gladiator's Investiture,,,
33718,Vengeful Gladiator's Mooncloth Hood,classic,146,146,no source,,set name: Gladiator's Investiture -> Vengeful Gladiator's Investiture,,,
33719,Vengeful Gladiator's Mooncloth Leggings,classic,146,146,no source,,set name: Gladiator's Investiture -> Vengeful Gladiator's Investiture,,,
33720,Vengeful Gladiator's Mooncloth Mantle,classic,146,146,no source,,set name: Gladiator's Investiture -> Vengeful Gladiator's Investiture,,,
33721,Vengeful Gladiator's Mooncloth Robe,classic,146,146,no source,,set name: Gladiator's Investiture -> Vengeful Gladiator's Investiture,,,
33722,Vengeful Gladiator's Ornamented Chestguard,module,146,146,no source,,stat SpellCrit: 36 -> 0; set name: Gladiator's Redemption -> Vengeful Gladiator's Redemption,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33723,Vengeful Gladiator's Ornamented Gloves,module,146,146,no source,,stat SpellCrit: 28 -> 0; set name: Gladiator's Redemption -> Vengeful Gladiator's Redemption,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33724,Vengeful Gladiator's Ornamented Headcover,module,146,146,no source,,stat SpellCrit: 26 -> 0; set name: Gladiator's Redemption -> Vengeful Gladiator's Redemption,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33725,Vengeful Gladiator's Ornamented Legplates,module,146,146,no source,,stat SpellCrit: 40 -> 0; set name: Gladiator's Redemption -> Vengeful Gladiator's Redemption,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33726,Vengeful Gladiator's Ornamented Spaulders,module,146,146,no source,,stat SpellCrit: 28 -> 0; set name: Gladiator's Redemption -> Vengeful Gladiator's Redemption,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33728,Vengeful Gladiator's Plate Chestpiece,classic,146,146,no source,,set name: Gladiator's Battlegear -> Vengeful Gladiator's Battlegear,,,
33729,Vengeful Gladiator's Plate Gauntlets,classic,146,146,no source,,set name: Gladiator's Battlegear -> Vengeful Gladiator's Battlegear,,,
33730,Vengeful Gladiator's Plate Helm,classic,146,146,no source,,set name: Gladiator's Battlegear -> Vengeful Gladiator's Battlegear,,,
33731,Vengeful Gladiator's Plate Legguards,classic,146,146,no source,,set name: Gladiator's Battlegear -> Vengeful Gladiator's Battlegear,,,
33732,Vengeful Gladiator's Plate Shoulders,classic,146,146,no source,,set name: Gladiator's Battlegear -> Vengeful Gladiator's Battlegear,,,
33738,Vengeful Gladiator's Ringmail Armor,module,146,146,no source,,stat SpellCrit: 30 -> 0; set name: Gladiator's Wartide -> Vengeful Gladiator's Wartide,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33739,Vengeful Gladiator's Ringmail Gauntlets,module,146,146,no source,,stat SpellCrit: 25 -> 0; set name: Gladiator's Wartide -> Vengeful Gladiator's Wartide,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33740,Vengeful Gladiator's Ringmail Helm,module,146,146,no source,,stat SpellCrit: 25 -> 0; set name: Gladiator's Wartide -> Vengeful Gladiator's Wartide,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33741,Vengeful Gladiator's Ringmail Leggings,module,146,146,no source,,stat SpellCrit: 29 -> 0; set name: Gladiator's Wartide -> Vengeful Gladiator's Wartide,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
33742,Vengeful Gladiator's Ringmail Spaulders,module,146,146,no source,,stat SpellCrit: 20 -> 0; set name: Gladiator's Wartide -> Vengeful Gladiator's Wartide,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
